name,year,number,price,own,lot_name,remaining_price,url,front_url,back_url
Bill Mazeroski,1957,24,55,,,55,/ViewCard.cfm/sid/38/cid/7025/1957-Topps-24-Bill-Mazeroski,/Images/Cards/Baseball/38/38-24Fr.jpg,/Images/Cards/Baseball/38/38-24Bk.jpg
Pee Wee Reese,1957,30,56,,,56,/ViewCard.cfm/sid/38/cid/7031/1957-Topps-30-Pee-Wee-Reese,/Images/Cards/Baseball/38/38-30Fr.jpg,/Images/Cards/Baseball/38/38-30Bk.jpg
Nellie Fox,1957,38,32.06,,,32.06,/ViewCard.cfm/sid/38/cid/7039/1957-Topps-38-Nellie-Fox,/Images/Cards/Baseball/38/38-38Fr.jpg,/Images/Cards/Baseball/38/38-38Bk.jpg
Richie Ashburn,1957,70,10,,,10,/ViewCard.cfm/sid/38/cid/7071/1957-Topps-70-Richie-Ashburn,/Images/Cards/Baseball/38/38-70Fr.jpg,/Images/Cards/Baseball/38/38-70Bk.jpg
Larry Doby,1957,85,10.75,,,10.75,/ViewCard.cfm/sid/38/cid/7086/1957-Topps-85-Larry-Doby,/Images/Cards/Baseball/38/38-85Fr.jpg,/Images/Cards/Baseball/38/38-85Bk.jpg
Red Schoendienst,1957,154,9.5,,,9.5,/ViewCard.cfm/sid/38/cid/7155/1957-Topps-154-Red-Schoendienst,/Images/Cards/Baseball/38/38-154Fr.jpg,/Images/Cards/Baseball/38/38-154Bk.jpg
Enos Slaughter,1957,215,8,,,8,/ViewCard.cfm/sid/38/cid/7217/1957-Topps-215-Enos-Slaughter,/Images/Cards/Baseball/38/38-215Fr.jpg,/Images/Cards/Baseball/38/38-215Bk.jpg
George Kell,1957,230,7,,,7,/ViewCard.cfm/sid/38/cid/7232/1957-Topps-230-George-Kell,/Images/Cards/Baseball/38/38-230Fr.jpg,/Images/Cards/Baseball/38/38-230Bk.jpg
Jim Bunning,1957,338,90,,,90,/ViewCard.cfm/sid/38/cid/7340/1957-Topps-338-Jim-Bunning,/Images/Cards/Baseball/38/38-338Fr.jpg,/Images/Cards/Baseball/38/38-338Bk.jpg
George Kell,1958,40,7.5,,,7.5,/ViewCard.cfm/sid/40/cid/27052/1958-Topps-40-George-Kell,/Images/Cards/Baseball/40/40-40Fr.jpg,/Images/Cards/Baseball/40/40-40Bk.jpg
Jim Bunning,1958,115,4,,,4,/ViewCard.cfm/sid/40/cid/27149/1958-Topps-115-Jim-Bunning,/Images/Cards/Baseball/40/40-115Fr.jpg,/Images/Cards/Baseball/40/40-115Bk.jpg
Enos Slaughter,1958,142,12,,,12,/ViewCard.cfm/sid/40/cid/27176/1958-Topps-142-Enos-Slaughter,/Images/Cards/Baseball/40/40-142Fr.jpg,/Images/Cards/Baseball/40/40-142Bk.jpg
Red Schoendienst,1958,190,8.25,,,8.25,/ViewCard.cfm/sid/40/cid/27223/1958-Topps-190-Red-Schoendienst,/Images/Cards/Baseball/40/40-190Fr.jpg,/Images/Cards/Baseball/40/40-190Bk.jpg
Richie Ashburn,1958,230,9,,,9,/ViewCard.cfm/sid/40/cid/27263/1958-Topps-230-Richie-Ashburn,/Images/Cards/Baseball/40/40-230Fr.jpg,/Images/Cards/Baseball/40/40-230Bk.jpg
Bill Mazeroski,1958,238,10,,,10,/ViewCard.cfm/sid/40/cid/27271/1958-Topps-238-Bill-Mazeroski,/Images/Cards/Baseball/40/40-238Fr.jpg,/Images/Cards/Baseball/40/40-238Bk.jpg
Orlando Cepeda,1958,343,25,,,25,/ViewCard.cfm/sid/40/cid/27376/1958-Topps-343-Orlando-Cepeda,/Images/Cards/Baseball/40/40-343Fr.jpg,/Images/Cards/Baseball/40/40-343Bk.jpg
Pee Wee Reese,1958,375,22.5,,,22.5,/ViewCard.cfm/sid/40/cid/27408/1958-Topps-375-Pee-Wee-Reese,/Images/Cards/Baseball/40/40-375Fr.jpg,/Images/Cards/Baseball/40/40-375Bk.jpg
Nellie Fox,1958,400,16.95,,,16.95,/ViewCard.cfm/sid/40/cid/27435/1958-Topps-400-Nellie-Fox,/Images/Cards/Baseball/40/40-400Fr.jpg,/Images/Cards/Baseball/40/40-400Bk.jpg
Larry Doby,1958,424,7,,,7,/ViewCard.cfm/sid/40/cid/27460/1958-Topps-424-Larry-Doby,/Images/Cards/Baseball/40/40-424Fr.jpg,/Images/Cards/Baseball/40/40-424Bk.jpg
Nellie Fox,1959,30,10.8,,,10.8,/ViewCard.cfm/sid/43/cid/7985/1959-Topps-30-Nellie-Fox,/Images/Cards/Baseball/43/43-30Fr.jpg,/Images/Cards/Baseball/43/43-30Bk.jpg
Jim Bunning,1959,149,6,,,6,/ViewCard.cfm/sid/43/cid/8106/1959-Topps-149-Jim-Bunning,/Images/Cards/Baseball/43/43-149Fr.jpg,/Images/Cards/Baseball/43/43-149Bk.jpg
Enos Slaughter,1959,155,4,,,4,/ViewCard.cfm/sid/43/cid/8112/1959-Topps-155-Enos-Slaughter,/Images/Cards/Baseball/43/43-155Fr.jpg,/Images/Cards/Baseball/43/43-155Bk.jpg
Richie Ashburn,1959,300,15,,,15,/ViewCard.cfm/sid/43/cid/8257/1959-Topps-300-Richie-Ashburn,/Images/Cards/Baseball/43/43-300Fr.jpg,/Images/Cards/Baseball/43/43-300Bk.jpg
Orlando Cepeda,1959,390,10,,,10,/ViewCard.cfm/sid/43/cid/8352/1959-Topps-390-Orlando-Cepeda,/Images/Cards/Baseball/43/43-390Fr.jpg,/Images/Cards/Baseball/43/43-390Bk.jpg
Bill Mazeroski,1959,415,3,,,3,/ViewCard.cfm/sid/43/cid/8377/1959-Topps-415-Bill-Mazeroski,/Images/Cards/Baseball/43/43-415Fr.jpg,/Images/Cards/Baseball/43/43-415Bk.jpg
Larry Doby,1959,455,5,,,5,/ViewCard.cfm/sid/43/cid/8419/1959-Topps-455-Larry-Doby,/Images/Cards/Baseball/43/43-8419RepFr.jpg,/Images/Cards/Baseball/43/43-8419RepBk.jpg
Red Schoendienst,1959,480,4.5,,,4.5,/ViewCard.cfm/sid/43/cid/8444/1959-Topps-480-Red-Schoendienst,/Images/Cards/Baseball/43/43-480Fr.jpg,/Images/Cards/Baseball/43/43-480Bk.jpg
Bill Mazeroski,1960,55,6,,,6,/ViewCard.cfm/sid/47/cid/27655/1960-Topps-55-Bill-Mazeroski,/Images/Cards/Baseball/47/47-55Fr.jpg,/Images/Cards/Baseball/47/47-55Bk.jpg
Nellie Fox,1960,100,4.5,,,4.5,/ViewCard.cfm/sid/47/cid/27700/1960-Topps-100-Nellie-Fox,/Images/Cards/Baseball/47/47-100Fr.jpg,/Images/Cards/Baseball/47/47-100Bk.jpg
Richie Ashburn,1960,305,8,,,8,/ViewCard.cfm/sid/47/cid/27905/1960-Topps-305-Richie-Ashburn,/Images/Cards/Baseball/47/47-305Fr.jpg,/Images/Cards/Baseball/47/47-305Bk.jpg
Red Schoendienst,1960,335,4.37,,,4.37,/ViewCard.cfm/sid/47/cid/27935/1960-Topps-335-Red-Schoendienst,/Images/Cards/Baseball/47/47-335Fr.jpg,/Images/Cards/Baseball/47/47-335Bk.jpg
Orlando Cepeda,1960,450,10,,,10,/ViewCard.cfm/sid/47/cid/28050/1960-Topps-450-Orlando-Cepeda,/Images/Cards/Baseball/47/47-450Fr.jpg,/Images/Cards/Baseball/47/47-450Bk.jpg
Jim Bunning,1960,502,16,,,16,/ViewCard.cfm/sid/47/cid/28102/1960-Topps-502-Jim-Bunning,/Images/Cards/Baseball/47/47-502Fr.jpg,/Images/Cards/Baseball/47/47-502Bk.jpg
Nellie Fox,1961,30,5,,,5,/ViewCard.cfm/sid/51/cid/9136/1961-Topps-30-Nellie-Fox,/Images/Cards/Baseball/51/51-30Fr.jpg,/Images/Cards/Baseball/51/51-30Bk.jpg
Ron Santo,1961,35,12,,,12,/ViewCard.cfm/sid/51/cid/9141/1961-Topps-35-Ron-Santo,/Images/Cards/Baseball/51/51-35Fr.jpg,/Images/Cards/Baseball/51/51-35Bk.jpg
Richie Ashburn,1961,88,6,,,6,/ViewCard.cfm/sid/51/cid/9194/1961-Topps-88-Richie-Ashburn,/Images/Cards/Baseball/51/51-88Fr.jpg,/Images/Cards/Baseball/51/51-88Bk.jpg
Bill Mazeroski,1961,430,11,,,11,/ViewCard.cfm/sid/51/cid/9540/1961-Topps-430-Bill-Mazeroski,/Images/Cards/Baseball/51/51-430Fr.jpg,/Images/Cards/Baseball/51/51-430Bk.jpg
Orlando Cepeda,1961,435,9,,,9,/ViewCard.cfm/sid/51/cid/9545/1961-Topps-435-Orlando-Cepeda,/Images/Cards/Baseball/51/51-435Fr.jpg,/Images/Cards/Baseball/51/51-435Bk.jpg
Jim Bunning,1961,490,7,,,7,/ViewCard.cfm/sid/51/cid/9602/1961-Topps-490-Jim-Bunning,/Images/Cards/Baseball/51/51-490Fr.jpg,/Images/Cards/Baseball/51/51-490Bk.jpg
Red Schoendienst,1961,505,5,,,5,/ViewCard.cfm/sid/51/cid/9617/1961-Topps-505-Red-Schoendienst,/Images/Cards/Baseball/51/51-505Fr.jpg,/Images/Cards/Baseball/51/51-505Bk.jpg
Orlando Cepeda,1962,40,8.25,,,8.25,/ViewCard.cfm/sid/55/cid/28291/1962-Topps-40-Orlando-Cepeda,/Images/Cards/Baseball/55/55-28291RepFr.jpg,/Images/Cards/Baseball/55/55-28291RepBk.jpg
